S.no,Instagram name,Name,Subscribers,Audience country,Authentic engagement,Engagement average,Category_1,Category_2,Engagement Rate,High Engagement,Primary Category,Subscriber Tier,Subscribers_scaled,Authentic engagement_scaled,Engagement average_scaled
768,fcbayern,FC Bayern,34000000.0,germany,61100.0,89600.0,sports with a ball,unknown,0.1797058823529412,0,sports with a ball,Mid,0.05893152193868184,0.004811023622047244,0.004373983483080422
769,lacikaysomers,Laci Kay Somers,12200000.0,united states,148500.0,254100.0,modeling,unknown,1.2172131147540983,0,modeling,Mid,0.018909491463190747,0.01169291338582677,0.01736171422255207
770,sincerooficial,Sincero Oficial,21700000.0,brazil,72400.0,140000.0,humor & fun & happiness,unknown,0.3336405529953917,0,humor & fun & happiness,Mid,0.03635028456030843,0.0057007874015748035,0.008353203113897267
771,ewsbdi,로운,4700000.0,indonesia,439600.0,657100.0,unknown,unknown,9.353191489361702,1,unknown,Micro,0.005140444281255737,0.03461417322834646,0.04917968071499629
772,nikefootball,Nike Football (Soccer),45400000.0,brazil,42800.0,66100.0,sports with a ball,clothing & outfits,0.09427312775330397,0,sports with a ball,Mid,0.07986047365522306,0.0033700787401574803,0.0025185933774416144
773,candiceking,Candice King,10000000.0,brazil,214100.0,298400.0,family,lifestyle,2.141,0,family,Mid,0.01487057095648981,0.01685826771653543,0.020859321953607353
774,beberexha,Bebe Rexha,10700000.0,india,189300.0,279900.0,lifestyle,unknown,1.769158878504673,0,lifestyle,Mid,0.016155682026803744,0.014905511811023621,0.019398695700232123
775,rockstargames,Rockstar Games,23300000.0,united states,104500.0,129600.0,cars & motorbikes,unknown,0.44849785407725323,0,cars & motorbikes,Mid,0.039287681292454565,0.008228346456692914,0.007532094301189029
776,onwardwanna,"Javon ""Wanna"" Walton",6000000.0,united states,301800.0,503800.0,lifestyle,cinema & actors/actresses,5.029999999999999,1,lifestyle,Micro,0.007527079126124472,0.023763779527559054,0.03707622100459505
777,diljitdosanjh,DILJIT DOSANJH,14000000.0,india,176800.0,213000.0,cinema & actors/actresses,unknown,1.262857142857143,0,cinema & actors/actresses,Mid,0.02221406278685515,0.013921259842519684,0.014116755356945475
778,emmaroberts,Emma Roberts,18300000.0,united states,110000.0,162400.0,cinema & actors/actresses,unknown,0.6010928961748634,0,cinema & actors/actresses,Mid,0.030108316504497887,0.008661417322834646,0.010121745172038087
779,filiperet,Retchê,7700000.0,brazil,153900.0,392800.0,lifestyle,photography,1.9987012987012986,0,lifestyle,Micro,0.010648063154029741,0.012118110236220472,0.028312463484343665
780,vanessalopesr_,Vanessa Lopes,12300000.0,brazil,73700.0,240200.0,lifestyle,unknown,0.5991869918699188,0,lifestyle,Mid,0.01909307875894988,0.005803149606299213,0.016264270713259327
781,harshasai_,Harsha sai,2700000.0,india,958900.0,1100000.0,shows,unknown,35.51481481481481,1,shows,Micro,0.0014686983660730677,0.07550393700787401,0.08414786274850385
782,ahmedabohashima,Ahmed Abouhashima,17300000.0,egypt,125900.0,170000.0,business & careers,finance & economics,0.7277456647398843,0,business & careers,Mid,0.028272443546906553,0.009913385826771653,0.010721786227478722
783,ncentineo,Noah,16500000.0,brazil,106800.0,177600.0,cinema & actors/actresses,unknown,0.6472727272727272,0,cinema & actors/actresses,Mid,0.026803745180833487,0.008409448818897637,0.011321827282919358
784,galatasaray,Galatasaray,11600000.0,turkey,209400.0,253500.0,sports with a ball,unknown,1.8051724137931033,0,sports with a ball,Mid,0.017807967688635948,0.01648818897637795,0.01731434256028044
785,yefersoncossio,Yef,9800000.0,colombia,208900.0,305300.0,lifestyle,unknown,2.1316326530612244,0,lifestyle,Micro,0.014503396364971544,0.016448818897637794,0.021404096069731086
786,arsenal,Arsenal,22800000.0,united kingdom,85300.0,129100.0,sports with a ball,unknown,0.37412280701754386,0,sports with a ball,Mid,0.038369744813658895,0.0067165354330708665,0.007492617915962671
787,borodylia,Ксения Бородина,19100000.0,russia,124000.0,152900.0,shows,family,0.6492146596858639,0,shows,Mid,0.031577014870570956,0.009763779527559056,0.009371693852737293
788,willyrex,Willyrex,8800000.0,spain,284400.0,337200.0,shows,unknown,3.2318181818181815,1,shows,Micro,0.01266752340738021,0.022393700787401574,0.023922689447172702
789,snoopdogg,snoopdogg,76000000.0,united states,27300.0,38900.0,lifestyle,unknown,0.035921052631578944,0,lifestyle,Mega,0.1360381861575179,0.0021496062992125984,0.0003710780211277614
790,djokernole,Novak Djokovic,11300000.0,serbia,209800.0,258399.99999999997,sports with a ball,unknown,1.856637168141593,0,sports with a ball,Mid,0.017257205801358547,0.01651968503937008,0.017701211135498742
791,ishowspeed,IShowSpeed,3700000.0,united kingdom,575100.0,813800.0,lifestyle,unknown,15.543243243243243,1,lifestyle,Micro,0.003304571323664402,0.04528346456692913,0.06155157984493676
792,jackblack,Jack Black,8900000.0,united states,251800.0,328800.0,cinema & actors/actresses,unknown,2.8292134831460674,1,cinema & actors/actresses,Micro,0.012851110703139343,0.019826771653543306,0.023259486175369895
793,normani,Normani,7300000.0,united states,256800.0,401300.0,unknown,unknown,3.517808219178082,1,unknown,Micro,0.009913713970993207,0.02022047244094488,0.028983562033191745
794,courteneycoxofficial,Courteney Cox,12200000.0,india,178900.0,236700.0,cinema & actors/actresses,unknown,1.4663934426229508,0,cinema & actors/actresses,Mid,0.018909491463190747,0.014086614173228346,0.015987936016674826
795,shxxbi131,B.I,4000000.0,indonesia,620400.0,726600.0,lifestyle,unknown,15.509999999999998,1,lifestyle,Micro,0.003855333210941803,0.0488503937007874,0.05466689826146
796,jaspritb1,jasprit bumrah,9800000.0,india,256600.00000000003,294800.0,lifestyle,sports with a ball,2.618367346938776,1,lifestyle,Micro,0.014503396364971544,0.020204724409448822,0.02057509197997758
797,marimaria,Mari Maria,20200000.0,brazil,74200.0,142900.0,beauty,unknown,0.3673267326732673,0,beauty,Mid,0.03359647512392142,0.00584251968503937,0.00858216614821014
798,t22felton,Tom Felton,11900000.0,united states,186800.0,242000.0,cinema & actors/actresses,unknown,1.5697478991596638,0,cinema & actors/actresses,Mid,0.018358729575913346,0.014708661417322834,0.016406385700074216
799,jenniferwinget1,Jennifer Winget,13500000.0,india,175300.0,213200.0,cinema & actors/actresses,unknown,1.2985185185185184,0,cinema & actors/actresses,Mid,0.021296126308059483,0.013803149606299213,0.014132545911036019
800,spacex,SpaceX,15800000.0,united states,148700.0,180900.0,science,machinery & technologies,0.9411392405063291,0,science,Mid,0.025518634110519554,0.011708661417322835,0.011582371425413318
801,virgilvandijk,Virgil van Dijk,12600000.0,united kingdom,159800.0,226400.0,sports with a ball,unknown,1.2682539682539682,0,sports with a ball,Mid,0.019643840646227283,0.012582677165354331,0.015174722481011859
802,i_nivethathomas,Nivetha Thomas,6100000.0,india,412000.0,466000.0,cinema & actors/actresses,unknown,6.754098360655737,1,cinema & actors/actresses,Micro,0.007710666421883606,0.03244094488188976,0.034091806281482416
803,chaelincl,CL,10300000.0,brazil,206300.0,272900.0,fashion,modeling,2.002912621359223,0,fashion,Mid,0.015421332843767212,0.016244094488188976,0.018846026307063116
804,subo_m,Subhan Mamedov,10100000.0,russia,229500.0,281000.0,shows,unknown,2.272277227722772,1,shows,Mid,0.015054158252248944,0.018070866141732284,0.019485543747730108
805,klarafgcastanho,Klåra Cåstanho,7400000.0,brazil,198700.0,385500.0,cinema & actors/actresses,unknown,2.685135135135135,1,cinema & actors/actresses,Micro,0.01009730126675234,0.015645669291338583,0.027736108260038844
806,miketyson,Mike Tyson,19200000.0,united states,114000.0,146900.0,fitness & gym,unknown,0.59375,0,fitness & gym,Mid,0.03176060216633009,0.008976377952755906,0.008897977230021002
807,streetartglobe,StreetArtGlobe ™ 😱,16600000.000000002,united states,124400.0,168900.0,unknown,unknown,0.7493975903614457,0,unknown,Mid,0.026987332476592622,0.009795275590551182,0.010634938179980735
808,nabilla,Nabilla Vergara ✨,8000000.0,france,258300.0,355400.0,beauty,unknown,3.22875,1,beauty,Micro,0.01119882504130714,0.020338582677165356,0.025359629869412117
809,hadise,Hadise,13800000.0,turkey,173600.0,202400.0,shows,unknown,1.2579710144927536,0,shows,Mid,0.021846888195336884,0.013669291338582678,0.013279855990146694
810,davidalaba,David Alaba,10600000.0,spain,185300.0,262200.0,sports with a ball,unknown,1.74811320754717,0,sports with a ball,Mid,0.015972094731044613,0.014590551181102362,0.018001231663219062
811,paollaoliveirareal,Paolla Oliveira,34800000.0,brazil,60700.0,80300.0,cinema & actors/actresses,lifestyle,0.17442528735632185,0,cinema & actors/actresses,Mid,0.06040022030475491,0.004779527559055118,0.00363972271787017
812,kawtarbamo,KAWTAR BA-MOHAMED كوثر بامو,7500000.0,morocco,276000.0,373900.0,cinema & actors/actresses,unknown,3.6799999999999997,1,cinema & actors/actresses,Micro,0.010280888562511473,0.021732283464566928,0.026820256122787347
813,kaliuchis,kaliuchis,4000000.0,united states,407100.0,702800.0,unknown,unknown,10.1775,1,unknown,Micro,0.003855333210941803,0.03205511811023622,0.052787822324685374
814,sivakarthikeyan,Sivakarthikeyan Doss,5200000.0,india,460600.0,542500.0,unknown,unknown,8.857692307692307,1,unknown,Micro,0.006058380760051404,0.03626771653543307,0.04013169322111513
815,lance210,Lance Stewart,6600000.0,united states,257000.0,426300.0,cinema & actors/actresses,humor & fun & happiness,3.893939393939394,1,cinema & actors/actresses,Micro,0.008628602900679273,0.020236220472440943,0.030957381294509624
816,chieffkeeffsossa,Chief Keef,7800000.0,united states,196000.0,362500.0,unknown,unknown,2.5128205128205128,1,unknown,Micro,0.010831650449788875,0.015433070866141733,0.025920194539626396
817,seojuhyun_s,SEOHYUN 서현,7600000.0,indonesia,295700.0,370600.0,cinema & actors/actresses,unknown,3.890789473684211,1,cinema & actors/actresses,Micro,0.010464475858270608,0.023283464566929132,0.026559711980293388
818,actor_jg,배우 이준기,6500000.0,indonesia,372300.0,437300.0,cinema & actors/actresses,unknown,5.727692307692308,1,cinema & actors/actresses,Micro,0.00844501560492014,0.02931496062992126,0.03182586176948949
819,trueno,TR1 ⛈,6900000.0,argentina,261600.00000000003,407300.0,unknown,unknown,3.7913043478260877,1,unknown,Micro,0.009179364787956673,0.020598425196850397,0.029457278655908036
820,junhui_moon,JUN 文俊辉,2900000.0,indonesia,797700.0,978800.0,lifestyle,unknown,27.506896551724136,1,lifestyle,Micro,0.0018358729575913347,0.06281102362204724,0.07457878696963477
821,asala,Asala,7200000.0,iraq,316200.0,392000.0,shows,unknown,4.391666666666667,1,shows,Micro,0.009730126675234074,0.024897637795275592,0.028249301267981492
822,mohanshakti,Shakti Mohan,16500000.0,india,138300.0,166100.0,cinema & actors/actresses,unknown,0.8381818181818181,0,cinema & actors/actresses,Mid,0.026803745180833487,0.010889763779527559,0.010413870422713132
823,imouniroy,mon,24500000.0,india,92100.0,112200.0,cinema & actors/actresses,unknown,0.3759183673469388,0,cinema & actors/actresses,Mid,0.04149072884156416,0.007251968503937008,0.006158316095311784
824,dominicfike,dominicfike,3500000.0,united states,417800.0,795100.0,unknown,unknown,11.937142857142858,1,unknown,Micro,0.0029373967321461355,0.03289763779527559,0.060075163037470986
825,anthonyjoshua,anthonyjoshua,14300000.0,united kingdom,141500.0,192000.0,fitness & gym,unknown,0.9895104895104895,0,fitness & gym,Mid,0.02276482467413255,0.011141732283464567,0.012458747177438455
826,flay,FLAY 🎙,7700000.0,brazil,174100.0,363500.0,lifestyle,unknown,2.2610389610389614,1,lifestyle,Micro,0.010648063154029741,0.013708661417322835,0.025999147310079112
827,gucci,gucci,49000000.0,united states,42000.0,55700.0,accessories & jewellery,clothing & outfits,0.08571428571428572,0,accessories & jewellery,Mid,0.08646961630255186,0.003307086614173228,0.0016974845647333766
828,alexis_officia1,Sanchez Alexis,14500000.0,chile,115400.0,190500.0,sports with a ball,unknown,0.7958620689655173,0,sports with a ball,Mid,0.023131999265650818,0.009086614173228346,0.012340318021759384
829,sthefanematos,STHE ⚓️,10000000.0,brazil,123100.0,284300.0,lifestyle,unknown,1.2309999999999999,0,lifestyle,Mid,0.01487057095648981,0.009692913385826772,0.019746087890224067
830,jessicajane99,Jessica Jane,5900000.0,indonesia,352000.0,463900.0,shows,modeling,5.966101694915254,1,shows,Micro,0.007343491830365339,0.027716535433070868,0.033926005463531715
831,tohi,𝐓𝐎𝐇𝐈,12100000.0,iran,162000.0,240700.0,lifestyle,unknown,1.3388429752066116,0,lifestyle,Mid,0.018725904167431615,0.012755905511811024,0.016303747098485685
832,egorkreed,Егор Крид | #HeartBreakKid,14700000.0,russia,151100.0,185300.0,unknown,unknown,1.027891156462585,0,unknown,Mid,0.023499173857169084,0.011897637795275591,0.011929763615405264
833,dhanashree9,Dhanashree Verma,5200000.0,india,417200.0,525000.0,lifestyle,cinema & actors/actresses,8.023076923076923,1,lifestyle,Micro,0.006058380760051404,0.0328503937007874,0.038750019738192615
834,blythe,Andrea Brillantes,13500000.0,philippines,175400.0,199900.0,cinema & actors/actresses,modeling,1.2992592592592591,0,cinema & actors/actresses,Mid,0.021296126308059483,0.013811023622047244,0.013082474064014906
835,anastasiya_kvitko,AK,12400000.0,united states,179400.0,219500.0,lifestyle,modeling,1.446774193548387,0,lifestyle,Mid,0.019276666054709013,0.014125984251968505,0.014629948364888123
836,natalee.007,Natalie Lee,7000000.0,united states,308600.0,394500.0,modeling,unknown,4.408571428571428,1,modeling,Micro,0.009362952083715808,0.024299212598425195,0.02844668319411328
837,fedevalverde,Fede Valverde,6600000.0,spain,293800.0,416700.0,sports with a ball,unknown,4.451515151515151,1,sports with a ball,Micro,0.008628602900679273,0.023133858267716537,0.03019943469816356
838,canelo,Saul Alvarez,13500000.0,mexico,143800.0,200200.0,fitness & gym,unknown,1.0651851851851852,0,fitness & gym,Mid,0.021296126308059483,0.011322834645669291,0.01310615989515072
839,alvaromorata,Álvaro Morata,17900000.0,italy,96700.0,149500.0,sports with a ball,literature & journalism,0.5402234636871508,0,sports with a ball,Mid,0.029373967321461355,0.0076141732283464564,0.00910325443319806
840,ms_puiyi,Siew Pui Yi 🤍,18700000.0,united states,112300.0,143800.0,adult content,unknown,0.6005347593582888,0,adult content,Mid,0.030842665687534424,0.00884251968503937,0.008653223641617584
841,tamannaahspeaks,Tamannaah Bhatia,17700000.0,india,129400.0,151000.0,cinema & actors/actresses,unknown,0.7310734463276837,0,cinema & actors/actresses,Mid,0.02900679272994309,0.010188976377952757,0.009221683588877134
842,tiagopzk,GOTTI A,5400000.0,argentina,219400.0,501100.0,unknown,unknown,4.062962962962962,1,unknown,Micro,0.006425555351569671,0.0172755905511811,0.03686304852437272
843,rafakalimann,Rafa Kalimann,23100000.0,brazil,67300.0,121400.0,modeling,unknown,0.29134199134199135,0,modeling,Mid,0.038920506700936296,0.005299212598425197,0.0068846815834767644
844,letthelordbewithyou,Scott Disick,27500000.0,united states,64099.99999999999,96900.0,lifestyle,family,0.23309090909090904,0,lifestyle,Mid,0.04699834771433817,0.005047244094488188,0.004950338707385242
845,jimmyfallon,Jimmy Fallon,23000000.0,united states,92500.0,115800.0,shows,humor & fun & happiness,0.40217391304347827,0,shows,Mid,0.038736919405177164,0.007283464566929134,0.0064425460689415594
846,sofiaalcastro,♡sofia castro,8800000.0,colombia,225000.0,306400.0,shows,cinema & actors/actresses,2.556818181818182,1,shows,Micro,0.01266752340738021,0.017716535433070866,0.021490944117229075
847,ler_chek,Валерия Чекалина,10400000.0,russia,197200.0,254300.0,lifestyle,beauty,1.896153846153846,0,lifestyle,Mid,0.015604920139526345,0.01552755905511811,0.017377504776642613
848,rafaelnadal,Rafa Nadal,16100000.000000002,spain,131300.0,164100.0,sports with a ball,unknown,0.815527950310559,0,sports with a ball,Mid,0.026069395997796955,0.010338582677165354,0.010255964881807703
849,iiqraaziz,IQRA AZIZ HUSSAIN🇵🇰,8800000.0,india,265600.0,302700.0,beauty,modeling,3.018181818181818,1,beauty,Micro,0.01266752340738021,0.020913385826771654,0.021198818866554028
850,maitreyiramakrishnan,Maitreyi Ramakrishnan,3800000.0,brazil,485400.0,710100.0,photography,cinema & actors/actresses,12.773684210526316,1,photography,Micro,0.003488158619423536,0.03822047244094488,0.05336417754899019
851,dhanushkraja,Dhanush,4900000.0,india,421300.0,545200.0,cinema & actors/actresses,unknown,8.597959183673469,1,cinema & actors/actresses,Micro,0.005507618872774004,0.033173228346456696,0.04034486570133746
852,priyankaamohanofficial,Priyanka Mohan,3500000.0,india,672300.0,771500.0,photography,lifestyle,19.208571428571428,1,photography,Micro,0.0029373967321461355,0.05293700787401575,0.05821187765478691
853,wdohwan,우도환,4500000.0,indonesia,446200.0,591500.0,cinema & actors/actresses,unknown,9.915555555555555,1,cinema & actors/actresses,Micro,0.00477326968973747,0.03513385826771653,0.04400037897329817
854,zo,Lonzo Ball,14700000.0,united states,98900.0,178100.0,sports with a ball,unknown,0.6727891156462584,0,sports with a ball,Mid,0.023499173857169084,0.00778740157480315,0.011361303668145716
855,dukeandduchessofcambridge,Duke and Duchess of Cambridge,13900000.0,united states,147100.0,187900.0,family,finance & economics,1.058273381294964,0,family,Mid,0.022030475491096015,0.01158267716535433,0.012135040818582325
856,min.nicha,MINNIE,4099999.9999999995,thailand,468800.0,640400.0,lifestyle,unknown,11.434146341463416,1,lifestyle,Micro,0.004038920506700935,0.03691338582677165,0.04786116944843594
857,kingarturo23oficial,Arturo Vidal,18400000.0,italy,87900.0,141900.0,sports with a ball,unknown,0.47771739130434787,0,sports with a ball,Mid,0.030291903800257022,0.006921259842519685,0.008503213377757425
858,hm_son7,Son HeungMin(손흥민)🇰🇷,7600000.0,brazil,213100.0,346600.0,sports with a ball,unknown,2.8039473684210527,1,sports with a ball,Micro,0.010464475858270608,0.016779527559055117,0.024664845489428225
859,iqbaal.e,Piko - The Forger,13600000.0,indonesia,111200.0,191100.0,cinema & actors/actresses,unknown,0.8176470588235294,0,cinema & actors/actresses,Mid,0.021479713603818614,0.008755905511811024,0.012387689684031013
860,arcticmonkeys,Arctic Monkeys,4099999.9999999995,united states,463200.0,651500.0,unknown,unknown,11.297560975609757,1,unknown,Micro,0.004038920506700935,0.03647244094488189,0.048737545200461085
861,realshadmehr,Shadmehr Aghili,8100000.0,iran,236400.0,329600.0,unknown,unknown,2.9185185185185185,1,unknown,Micro,0.011382412337066276,0.018614173228346458,0.023322648391732065
862,laurenlondon,Lauren London,9800000.0,united states,157300.0,268800.0,cinema & actors/actresses,modeling,1.6051020408163266,0,cinema & actors/actresses,Micro,0.014503396364971544,0.012385826771653544,0.018522319948206984
863,kevinho,KEVINHO,28000000.0,brazil,65600.0,91800.0,unknown,unknown,0.23428571428571432,0,unknown,Mid,0.04791628419313383,0.0051653543307086614,0.004547679578076395
864,danialves,Daniel Alves,37200000.0,brazil,44500.0,69100.0,sports with a ball,unknown,0.11962365591397849,0,sports with a ball,Mid,0.06480631540297412,0.0035039370078740156,0.00275545168879976
865,jordynwoods,HEIR JORDYN,12600000.0,united states,107200.0,203000.0,modeling,lifestyle,0.8507936507936508,0,modeling,Mid,0.019643840646227283,0.008440944881889763,0.013327227652418323
866,felipeneto,Felipe Neto 🦉,16200000.0,brazil,112500.0,159100.0,lifestyle,unknown,0.6944444444444444,0,lifestyle,Mid,0.026252983293556086,0.008858267716535433,0.009861201029544128
867,floydmayweather,Floyd Mayweather,28400000.0,united states,51800.0,90800.0,fitness & gym,unknown,0.1823943661971831,0,fitness & gym,Mid,0.04865063337617037,0.004078740157480315,0.00446872680762368
868,woozi_universefactory,WOOZI,4000000.0,indonesia,543600.0,646700.0,unknown,unknown,13.59,1,unknown,Micro,0.003855333210941803,0.04280314960629921,0.04835857190228805
869,sergiroberto,Sergi Roberto,7600000.0,spain,215100.0,339000.0,sports with a ball,unknown,2.830263157894737,1,sports with a ball,Micro,0.010464475858270608,0.01693700787401575,0.024064804433987588
870,snejanaonopka15,Snejana Onopka,9200000.0,brazil,216400.0,288900.0,modeling,unknown,2.3521739130434782,1,modeling,Micro,0.013401872590416744,0.01703937007874016,0.020109270634306557
871,larray,larri,6700000.0,united states,262100.00000000003,384500.0,lifestyle,modeling,3.911940298507463,1,lifestyle,Micro,0.008812190196438406,0.020637795275590554,0.02765715548958613
872,dorra_zarrouk,DORRA درة.,15900000.0,egypt,118200.0,158800.0,cinema & actors/actresses,fashion,0.7433962264150943,0,cinema & actors/actresses,Mid,0.025702221406278685,0.009307086614173229,0.009837515198408312
873,keyshiakaoir,Keyshia Ka'oir Davis,7800000.0,united states,182600.0,327300.0,fitness & gym,unknown,2.341025641025641,1,fitness & gym,Micro,0.010831650449788875,0.014377952755905511,0.02314105701969082
874,bmw,BMW,33700000.0,iran,57200.0,74700.0,cars & motorbikes,unknown,0.16973293768545994,0,cars & motorbikes,Mid,0.05838076005140444,0.004503937007874016,0.003197587203334965
875,cnn,CNN,18200000.0,united states,101100.0,139500.0,shows,literature & journalism,0.5554945054945055,0,shows,Mid,0.029924729208738756,0.007960629921259843,0.008313726728670909
876,guaynaa,Guaynaa 🧿,6200000.0,mexico,264600.0,408100.0,unknown,unknown,4.267741935483871,1,unknown,Micro,0.007894253717642739,0.02083464566929134,0.02952044087227021
877,jscmila,Jessica Mila Agnesia,22200000.0,indonesia,84600.0,112400.0,beauty,modeling,0.3810810810810811,0,beauty,Mid,0.03726822103910409,0.0066614173228346455,0.0061741066494023274
878,sophiedee,Sophie Dee,12400000.0,united states,153100.0,203800.0,adult content,unknown,1.2346774193548387,0,adult content,Mid,0.019276666054709013,0.012055118110236221,0.013390389868780496
879,jessica.syj,Jessica Jung,10800000.0,indonesia,189500.0,232400.0,modeling,beauty,1.7546296296296295,0,modeling,Mid,0.01633926932256288,0.014921259842519685,0.01564843910372815
880,kh1000le,CHENLE ZHONG,1900000.0,united states,0.0,1300000.0,unknown,unknown,0.0,0,unknown,Micro,0.0,0.0,0.09993841683904688
881,felicyangelista_,Felicya Angelista,21700000.0,indonesia,83300.0,114700.0,family,unknown,0.3838709677419355,0,family,Mid,0.03635028456030843,0.006559055118110236,0.0063556980214435725
882,aycaaysinturan,Ayça Ayşin Turan,6000000.0,turkey,317900.0,424100.0,cinema & actors/actresses,unknown,5.298333333333334,1,cinema & actors/actresses,Micro,0.007527079126124472,0.025031496062992126,0.03078368519951365
883,mirandacosgrove,Miranda Cosgrove,9800000.0,brazil,163700.0,255700.0,cinema & actors/actresses,lifestyle,1.670408163265306,0,cinema & actors/actresses,Micro,0.014503396364971544,0.012889763779527559,0.017488038655276414
884,kareenakapoorkhan,Kareena Kapoor Khan,9600000.0,india,210400.0,262800.0,family,cinema & actors/actresses,2.191666666666667,0,family,Micro,0.014136221773453276,0.01656692913385827,0.01804860332549069
885,samsmith,Sam Smith,14600000.0,united states,115300.0,168900.0,fashion,unknown,0.7897260273972603,0,fashion,Mid,0.02331558656140995,0.009078740157480315,0.010634938179980735
886,jaydacheaves,JAYDA,7700000.0,united states,110200.0,326600.0,clothing & outfits,unknown,1.431168831168831,0,clothing & outfits,Micro,0.010648063154029741,0.00867716535433071,0.02308579008037392
887,ms.sethii,Shilpa Sethi,6500000.0,united states,255900.0,387200.0,modeling,unknown,3.936923076923077,1,modeling,Micro,0.00844501560492014,0.0201496062992126,0.02787032796980846
888,realhinakhan,HK,17300000.0,india,115100.0,141700.0,cinema & actors/actresses,unknown,0.6653179190751446,0,cinema & actors/actresses,Mid,0.028272443546906553,0.009062992125984251,0.008487422823666883
889,_irishbella_,Irish Bella,21300000.0,indonesia,92300.0,114500.0,cinema & actors/actresses,unknown,0.4333333333333333,0,cinema & actors/actresses,Mid,0.035615935377271896,0.007267716535433071,0.006339907467353029
890,thiagosilva,Thiago Silva,19800000.0,brazil,73200.0,123300.0,sports with a ball,unknown,0.3696969696969697,0,sports with a ball,Mid,0.03286212594088489,0.005763779527559055,0.007034691847336923
891,watanabenaomi703,渡辺直美　Naomi watanabe,9900000.0,japan,235200.0,250500.0,cinema & actors/actresses,humor & fun & happiness,2.375757575757576,1,cinema & actors/actresses,Micro,0.014686983660730677,0.018519685039370078,0.017077484248922296
892,fifaworldcup,FIFA World Cup,29100000.0,india,55700.0,84100.0,sports with a ball,unknown,0.19140893470790377,0,sports with a ball,Mid,0.049935744446484305,0.004385826771653543,0.003939743245590488
893,allusnehareddy,Allu Sneha Reddy,8400000.0,india,254100.0,294600.0,travel,unknown,3.025,1,travel,Micro,0.011933174224343675,0.020007874015748033,0.020559301425887036
894,twentyonepilots,twenty one pilots,8500000.0,united states,229100.0,291300.0,unknown,unknown,2.695294117647059,1,unknown,Micro,0.012116761520102808,0.018039370078740156,0.020298757283393074
895,soyneiva,Neiva Mara,11900000.0,brazil,153700.0,206400.0,adult content,unknown,1.2915966386554623,0,adult content,Mid,0.018358729575913346,0.01210236220472441,0.013595667071957555
896,yuzi_chahal23,Yuzvendra Chahal,8100000.0,india,249600.0,304000.0,lifestyle,sports with a ball,3.0814814814814815,1,lifestyle,Micro,0.011382412337066276,0.019653543307086616,0.02130145746814256
897,kyliecosmetics,Kylie Cosmetics,26000000.0,united states,65099.99999999999,93700.0,beauty,shopping & retail,0.2503846153846153,0,beauty,Mid,0.04424453827795117,0.0051259842519685034,0.004697689841936553
898,theamitbhadana,Amit Bhadana ( अमित भड़ाना ),8500000.0,india,239100.0,294800.0,shows,unknown,2.8129411764705883,1,shows,Micro,0.012116761520102808,0.018826771653543305,0.02057509197997758
899,ridwankamil,Ridwan Kamil,19000000.0,indonesia,85100.0,130000.0,literature & journalism,business & careers,0.4478947368421053,0,literature & journalism,Mid,0.031393427574811825,0.0067007874015748035,0.007563675409370115
900,arashi_5_official,ARASHI,4400000.0,japan,554200.0,580200.0,unknown,unknown,12.595454545454546,1,unknown,Micro,0.004589682393978336,0.04363779527559055,0.04310821266718249
901,bumkeyk,SHINee KEY,9300000.0,indonesia,221700.0,266000.0,unknown,unknown,2.3838709677419354,1,unknown,Micro,0.013585459886175877,0.017456692913385828,0.01830125219093938
902,dearra,De'arra Taylor,6300000.0,united states,158600.0,395600.0,unknown,unknown,2.5174603174603174,1,unknown,Micro,0.008077841013401872,0.012488188976377953,0.028533531241611267
903,ansufati,Ansu Fati,9000000.0,spain,180200.0,273300.0,sports with a ball,winter sports,2.002222222222222,0,sports with a ball,Micro,0.013034697998898476,0.014188976377952757,0.0188776074152442
904,haniaheheofficial,Hania Aamir 哈尼亚·阿米尔,6000000.0,pakistan,360400.0,413200.0,beauty,lifestyle,6.006666666666667,1,beauty,Micro,0.007527079126124472,0.028377952755905513,0.029923100001579054
905,baifernbah,baifernbah,11200000.0,indonesia,171100.0,216800.0,lifestyle,unknown,1.5276785714285714,0,lifestyle,Mid,0.017073618505599412,0.01347244094488189,0.014416775884665793
906,raisa6690,raisa6690,33200000.000000004,indonesia,46800.0,73000.0,unknown,unknown,0.1409638554216867,0,unknown,Mid,0.05746282357260878,0.00368503937007874,0.003063367493565349
907,jacksepticeye,Jacksepticeye,7900000.0,united states,268200.0,311500.0,computers & gadgets,machinery & technologies,3.3949367088607594,1,computers & gadgets,Micro,0.011015237745548008,0.021118110236220473,0.02189360324653792
908,karolsevillaofc,KAROL SEVILLA,15100000.0,brazil,127100.0,160700.0,cinema & actors/actresses,unknown,0.8417218543046356,0,cinema & actors/actresses,Mid,0.024233523040205616,0.010007874015748031,0.00998752546226847
909,nidhhiagerwal,Nidhhi Agerwal 🌟,25400000.0,india,79200.0,94700.0,cinema & actors/actresses,modeling,0.3118110236220472,0,cinema & actors/actresses,Mid,0.04314301450339637,0.006236220472440945,0.004776642612389269
910,riyadmahrez26.7,RM26,9200000.0,algeria,206500.0,266000.0,sports with a ball,unknown,2.244565217391304,1,sports with a ball,Micro,0.013401872590416744,0.016259842519685038,0.01830125219093938
